client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,transaction_date,floor_area_sqft,sale_price
C0011,Individual,F,USA,California,Home,2,Yes,2025-08-01,1630.81,473195.39
C0011,Individual,F,USA,California,Home,2,Yes,2025-09-01,743.09,207581.43
C0012,Company,M,USA,California,Investment,5,No,2024-10-01,1604.75,529317.28
C0012,Company,M,USA,California,Investment,5,No,2024-10-01,1059.78,306987.24
C0012,Company,M,USA,California,Investment,5,No,2025-01-01,1724.08,516397.54
C0012,Company,M,USA,California,Investment,5,No,2025-03-01,881.17,246824.34
C0013,Individual,M,USA,California,Home,1,Yes,2024-09-01,1434.09,432679.91
C0013,Individual,M,USA,California,Home,1,Yes,2024-10-01,1495.37,457007.6
C0013,Individual,M,USA,California,Home,1,Yes,2025-02-01,1795.66,562818.96
C0013,Individual,M,USA,California,Home,1,Yes,2025-04-01,1690.62,512688.27
C0013,Individual,M,USA,California,Home,1,Yes,2025-10-01,621.14,177556.15
C0014,Company,M,USA,California,Home,3,Yes,2024-10-01,1607.94,531267.61
C0014,Company,M,USA,California,Home,3,Yes,2024-10-01,1662.01,441368.29
C0014,Company,M,USA,California,Home,3,Yes,2025-01-01,587.28,169158.29
C0014,Company,M,USA,California,Home,3,Yes,2025-08-01,1264.94,406345.88
C0015,Individual,F,USA,California,Home,5,No,2024-07-01,785.48,236639.56
C0015,Individual,F,USA,California,Home,5,No,2024-09-01,1383.05,426442.43
C0015,Individual,F,USA,California,Home,5,No,2025-02-01,645.84,169113.16
C0015,Individual,F,USA,California,Home,5,No,2025-03-01,1114.07,357213.9
C0015,Individual,F,USA,California,Home,5,No,2025-06-01,1225.38,396498.32
C0016,Individual,F,USA,California,Investment,5,No,2024-03-01,838.34,287917.8
C0016,Individual,F,USA,California,Investment,5,No,2025-02-01,782.25,224076.84
C0016,Individual,F,USA,California,Investment,5,No,2025-04-01,961.01,267093.52
C0016,Individual,F,USA,California,Investment,5,No,2025-10-01,786.98,231129.57
C0017,Individual,M,USA,Arizona,Home,3,No,2024-02-01,781.07,258572.48
C0017,Individual,M,USA,Arizona,Home,3,No,2024-02-01,1946.06,568732.24
C0017,Individual,M,USA,Arizona,Home,3,No,2024-10-01,627.56,183173.08
C0017,Individual,M,USA,Arizona,Home,3,No,2025-01-01,1496.62,457384.74
C0017,Individual,M,USA,Arizona,Home,3,No,2025-02-01,1127.76,310831.21
C0018,Individual,M,USA,California,Home,2,Yes,2024-03-01,505.94,170848.18
C0018,Individual,M,USA,California,Home,2,Yes,2025-02-01,928.16,253831.02
C0018,Individual,M,USA,California,Home,2,Yes,2025-03-01,1523.02,461655.95
C0018,Individual,M,USA,California,Home,2,Yes,2025-04-01,698.21,175143.52
C0019,Individual,M,USA,California,Home,5,Yes,2024-02-01,1841.5,579649.56
C0019,Individual,M,USA,California,Home,5,Yes,2025-06-01,1675.44,599245.34
C0019,Individual,M,USA,California,Home,5,Yes,2025-10-01,781.07,239248.75
C0019,Individual,M,USA,California,Home,5,Yes,2025-11-01,1310.16,355330.61
C0020,Individual,F,USA,California,Home,5,No,2024-05-01,1264.94,408862.02
C0020,Individual,F,USA,California,Home,5,No,2024-08-01,1179.42,282867.04
C0020,Individual,F,USA,California,Home,5,No,2024-11-01,1121.95,310832.59
C0020,Individual,F,USA,California,Home,5,No,2025-08-01,1662.01,505470.6
C0021,Individual,M,USA,Oregon,Investment,3,No,2024-04-01,781.07,210824.06
C0021,Individual,M,USA,Oregon,Investment,3,No,2024-07-01,781.07,249075.66
C0021,Individual,M,USA,Oregon,Investment,3,No,2024-07-01,1555.67,540337.18
C0021,Individual,M,USA,Oregon,Investment,3,No,2024-10-01,584.19,183083.45
C0021,Individual,M,USA,Oregon,Investment,3,No,2025-06-01,601.23,189238.02
C0021,Individual,M,USA,Oregon,Investment,3,No,2025-06-01,1869.93,555614.35
C0022,Individual,M,Germany,Berlin,Investment,5,No,2025-04-01,1179.99,309402.26
C0022,Individual,M,Germany,Berlin,Investment,5,No,2025-05-01,743.41,205098.21
C0022,Individual,M,Germany,Berlin,Investment,5,No,2025-07-01,1691.02,453294.55
C0022,Individual,M,Germany,Berlin,Investment,5,No,2025-10-01,1375.52,404608.18
C0023,Individual,M,USA,California,Home,3,Yes,2024-01-01,927.83,275394.25
C0023,Individual,M,USA,California,Home,3,Yes,2024-05-01,645.44,189004.45
C0023,Individual,M,USA,California,Home,3,Yes,2024-07-01,1148.66,371392.04
C0023,Individual,M,USA,California,Home,3,Yes,2024-10-01,1300.05,408265.89
C0023,Individual,M,USA,California,Home,3,Yes,2025-09-01,719.96,213815.06
C0024,Individual,M,USA,California,Investment,4,No,2024-02-01,579.75,171262.65
C0024,Individual,M,USA,California,Investment,4,No,2024-02-01,1741.96,560195.06
C0024,Individual,M,USA,California,Investment,4,No,2024-05-01,1128.4,299159.14
C0024,Individual,M,USA,California,Investment,4,No,2024-08-01,1109.25,336695.25
C0024,Individual,M,USA,California,Investment,4,No,2025-04-01,780.68,216907.86
C0024,Individual,M,USA,California,Investment,4,No,2025-09-01,982.37,299936.94
C0025,Individual,M,USA,Nevada,Home,2,Yes,2024-01-01,982.8,330860.72
C0025,Individual,M,USA,Nevada,Home,2,Yes,2024-03-01,803.5,240826.44
C0025,Individual,M,USA,Nevada,Home,2,Yes,2024-05-01,697.74,191730.36
C0025,Individual,M,USA,Nevada,Home,2,Yes,2025-01-01,1434.09,412856.56
C0025,Individual,M,USA,Nevada,Home,2,Yes,2025-04-01,1684.75,518174.75
C0026,Individual,M,USA,California,Investment,5,No,2024-03-01,1426.22,414854.52
C0026,Individual,M,USA,California,Investment,5,No,2024-04-01,1490.59,436987.95
C0026,Individual,M,USA,California,Investment,5,No,2024-06-01,428.03,123001.89
C0026,Individual,M,USA,California,Investment,5,No,2024-11-01,798.28,269075.3
C0026,Individual,M,USA,California,Investment,5,No,2024-12-01,914.01,314302.72
C0026,Individual,M,USA,California,Investment,5,No,2024-12-01,442.74,134015.89
C0026,Individual,M,USA,California,Investment,5,No,2025-04-01,1645.93,383399.62
C0026,Individual,M,USA,California,Investment,5,No,2025-05-01,733.45,251482.95
C0026,Individual,M,USA,California,Investment,5,No,2025-07-01,1346.3,381543.59
C0026,Individual,M,USA,California,Investment,5,No,2025-09-01,798.28,223577.32
C0027,Individual,M,USA,California,Home,5,Yes,2024-01-01,1160.36,300385.62
C0027,Individual,M,USA,California,Home,5,Yes,2024-04-01,757.2,210864.95
C0027,Individual,M,USA,California,Home,5,Yes,2025-01-01,573.8,181396.76
C0027,Individual,M,USA,California,Home,5,Yes,2025-01-01,1449.43,427086.44
C0027,Individual,M,USA,California,Home,5,Yes,2025-03-01,1410.38,398235.67
C0028,Individual,F,USA,California,Home,3,No,2024-09-01,768.76,266133.71
C0028,Individual,F,USA,California,Home,3,No,2024-12-01,785.48,192092.24
C0028,Individual,F,USA,California,Home,3,No,2024-12-01,1931.82,512682.59
C0028,Individual,F,USA,California,Home,3,No,2024-12-01,1346.3,432797.51
C0028,Individual,F,USA,California,Home,3,No,2024-12-01,1499.47,387376.74
C0029,Individual,F,USA,Colorado,Home,4,Yes,2024-07-01,1138.32,410549.3
C0029,Individual,F,USA,Colorado,Home,4,Yes,2024-08-01,1050.95,286511.17
C0029,Individual,F,USA,Colorado,Home,4,Yes,2025-04-01,1164.55,361991.73
C0029,Individual,F,USA,Colorado,Home,4,Yes,2025-09-01,618.38,188743.11
C0030,Individual,F,USA,Nevada,Home,3,No,2024-04-01,1741.96,545645.2
C0030,Individual,F,USA,Nevada,Home,3,No,2024-11-01,1294.91,432835.22
C0030,Individual,F,USA,Nevada,Home,3,No,2025-06-01,782.25,234172.39
C0030,Individual,F,USA,Nevada,Home,3,No,2025-10-01,1298.37,334658.48
C0031,Individual,M,USA,Nevada,Home,4,Yes,2024-02-01,686.6,258061.02
C0031,Individual,M,USA,Nevada,Home,4,Yes,2024-03-01,790.54,249591.99
C0031,Individual,M,USA,Nevada,Home,4,Yes,2024-06-01,576.96,189223.75
C0031,Individual,M,USA,Nevada,Home,4,Yes,2025-02-01,543.08,143682.52
C0031,Individual,M,USA,Nevada,Home,4,Yes,2025-12-01,789.52,236588.93
C0032,Individual,M,USA,California,Home,4,No,2024-01-01,1627.52,490429.65
C0032,Individual,M,USA,California,Home,4,No,2024-06-01,1240.96,341255.51
C0032,Individual,M,USA,California,Home,4,No,2024-09-01,1222.69,353560.25
C0032,Individual,M,USA,California,Home,4,No,2024-11-01,1596.35,464549.19
C0032,Individual,M,USA,California,Home,4,No,2025-05-01,725.12,239200.56
C0033,Individual,F,USA,California,Home,3,Yes,2024-04-01,1285.87,335848.08
C0033,Individual,F,USA,California,Home,3,Yes,2025-01-01,1272.95,363708.24
C0033,Individual,F,USA,California,Home,3,Yes,2025-05-01,1059.07,328477.73
C0033,Individual,F,USA,California,Home,3,Yes,2025-07-01,1383.84,376964.62
C0034,Individual,F,Belgium,Brussels,Home,2,No,2024-06-01,827.74,242694.53
C0034,Individual,F,Belgium,Brussels,Home,2,No,2024-07-01,1806.7,508462.97
C0034,Individual,F,Belgium,Brussels,Home,2,No,2024-11-01,1772.88,478656.41
C0034,Individual,F,Belgium,Brussels,Home,2,No,2025-04-01,613.21,187384.47
C0034,Individual,F,Belgium,Brussels,Home,2,No,2025-07-01,782.25,215410.28
C0035,Individual,M,Mexico,Mexico City,Home,3,No,2024-09-01,1283.45,338181.18
C0035,Individual,M,Mexico,Mexico City,Home,3,No,2024-09-01,613.59,190023.11
C0035,Individual,M,Mexico,Mexico City,Home,3,No,2024-11-01,1756.12,492343.42
C0035,Individual,M,Mexico,Mexico City,Home,3,No,2025-08-01,1755.26,427360.08
C0035,Individual,M,Mexico,Mexico City,Home,3,No,2025-09-01,1820.34,539968.61
C0036,Individual,M,USA,California,Home,4,No,2024-01-01,805.88,216571.38
C0036,Individual,M,USA,California,Home,4,No,2024-05-01,986.18,339537.58
C0036,Individual,M,USA,California,Home,4,No,2024-07-01,625.8,179674.08
C0036,Individual,M,USA,California,Home,4,No,2025-06-01,1435.44,437900.49
C0037,Individual,F,USA,California,Home,5,Yes,2024-07-01,502.02,156463.31
C0037,Individual,F,USA,California,Home,5,Yes,2024-10-01,785.48,241671.52
C0037,Individual,F,USA,California,Home,5,Yes,2024-12-01,1281.85,391902.09
C0037,Individual,F,USA,California,Home,5,Yes,2025-09-01,1114.07,335123.96
C0037,Individual,F,USA,California,Home,5,Yes,2025-10-01,1408.42,482067.87
C0038,Individual,F,USA,California,Investment,4,No,2024-01-01,1596.35,407214.29
C0038,Individual,F,USA,California,Investment,4,No,2024-03-01,786.28,220273.72
C0038,Individual,F,USA,California,Investment,4,No,2024-05-01,474.93,140439.73
C0038,Individual,F,USA,California,Investment,4,No,2024-06-01,1562.93,407201.53
C0039,Individual,F,Russia,Krasnodar Krai,Home,1,No,2024-02-01,1607.94,626247.03
C0039,Individual,F,Russia,Krasnodar Krai,Home,1,No,2024-04-01,927.83,315733.15
C0039,Individual,F,Russia,Krasnodar Krai,Home,1,No,2024-09-01,1264.94,388635.18
C0039,Individual,F,Russia,Krasnodar Krai,Home,1,No,2024-12-01,1662.01,527912.18
C0040,Individual,M,USA,Nevada,Home,5,No,2024-01-01,1109.25,310223.29
C0040,Individual,M,USA,Nevada,Home,5,No,2024-01-01,1625.05,507842.87
C0040,Individual,M,USA,Nevada,Home,5,No,2024-06-01,720.7,207281.59
C0040,Individual,M,USA,Nevada,Home,5,No,2024-07-01,571.5,157697.13
C0040,Individual,M,USA,Nevada,Home,5,No,2024-07-01,630.47,186144.12
C0040,Individual,M,USA,Nevada,Home,5,No,2024-12-01,1629.83,485419.29
C0041,Individual,M,USA,Arizona,Home,1,Yes,2024-04-01,717.05,193660.62
C0041,Individual,M,USA,Arizona,Home,1,Yes,2024-08-01,1138.18,381828.88
C0041,Individual,M,USA,Arizona,Home,1,Yes,2024-11-01,516.72,197033.27
C0041,Individual,M,USA,Arizona,Home,1,Yes,2024-12-01,1355.85,405898.92
C0041,Individual,M,USA,Arizona,Home,1,Yes,2025-10-01,636.39,196039.1
C0042,Individual,F,USA,Utah,Home,1,Yes,2024-11-01,670.89,200300.63
C0042,Individual,F,USA,Utah,Home,1,Yes,2024-12-01,793.1,257496.93
C0042,Individual,F,USA,Utah,Home,1,Yes,2025-07-01,1251.45,364280.42
C0042,Individual,F,USA,Utah,Home,1,Yes,2025-08-01,939.93,279312.27
C0043,Individual,M,USA,Nevada,Investment,3,Yes,2024-03-01,786.98,185668.22
C0043,Individual,M,USA,Nevada,Investment,3,Yes,2024-06-01,1523.22,467216.3
C0043,Individual,M,USA,Nevada,Investment,3,Yes,2024-12-01,785.48,220865.0
C0043,Individual,M,USA,Nevada,Investment,3,Yes,2025-10-01,838.34,252742.94
C0044,Individual,F,USA,Arizona,Home,3,No,2024-02-01,923.21,296483.14
C0044,Individual,F,USA,Arizona,Home,3,No,2024-05-01,868.85,269172.9
C0044,Individual,F,USA,Arizona,Home,3,No,2025-01-01,1829.38,519866.77
C0044,Individual,F,USA,Arizona,Home,3,No,2025-11-01,806.03,244970.45
C0045,Individual,M,USA,Colorado,Investment,2,No,2024-03-01,1728.84,592737.69
C0045,Individual,M,USA,Colorado,Investment,2,No,2024-10-01,477.75,150401.04
C0045,Individual,M,USA,Colorado,Investment,2,No,2025-02-01,887.23,272174.29
C0045,Individual,M,USA,Colorado,Investment,2,No,2025-04-01,727.55,249065.14
C0045,Individual,M,USA,Colorado,Investment,2,No,2025-09-01,747.5,199054.2
C0046,Individual,F,USA,California,Home,5,No,2024-01-01,722.22,197039.82
C0046,Individual,F,USA,California,Home,5,No,2024-04-01,912.32,283901.3
C0046,Individual,F,USA,California,Home,5,No,2024-10-01,1336.93,388515.14
C0046,Individual,F,USA,California,Home,5,No,2024-12-01,734.73,189152.52
C0046,Individual,F,USA,California,Home,5,No,2025-03-01,915.37,295485.71
C0046,Individual,F,USA,California,Home,5,No,2025-03-01,429.34,145693.65
C0046,Individual,F,USA,California,Home,5,No,2025-04-01,1268.45,367661.21
C0046,Individual,F,USA,California,Home,5,No,2025-10-01,543.08,159068.05
C0047,Individual,M,USA,Colorado,Home,2,No,2024-07-01,890.65,269637.9
C0047,Individual,M,USA,Colorado,Home,2,No,2024-10-01,733.19,197053.51
C0047,Individual,M,USA,Colorado,Home,2,No,2025-01-01,708.32,214449.87
C0047,Individual,M,USA,Colorado,Home,2,No,2025-01-01,1431.42,459403.88
C0047,Individual,M,USA,Colorado,Home,2,No,2025-10-01,1004.26,297694.12
C0048,Individual,M,USA,California,Home,3,Yes,2024-07-01,938.0,292903.12
C0048,Individual,M,USA,California,Home,3,Yes,2024-10-01,927.83,306878.46
C0048,Individual,M,USA,California,Home,3,Yes,2024-11-01,798.74,245892.17
C0048,Individual,M,USA,California,Home,3,Yes,2025-05-01,1440.71,493044.25
C0049,Individual,F,USA,California,Home,1,No,2024-01-01,798.28,240539.35
C0049,Individual,F,USA,California,Home,1,No,2024-07-01,840.25,252877.62
C0049,Individual,F,USA,California,Home,1,No,2025-08-01,1721.96,533120.65
C0049,Individual,F,USA,California,Home,1,No,2025-08-01,1456.98,363553.58
C0050,Individual,M,USA,California,Home,5,No,2024-03-01,645.84,197536.0
C0050,Individual,M,USA,California,Home,5,No,2024-04-01,650.82,182266.87
C0050,Individual,M,USA,California,Home,5,No,2024-06-01,1114.07,315459.54
C0050,Individual,M,USA,California,Home,5,No,2024-08-01,1383.05,486685.38
C0050,Individual,M,USA,California,Home,5,No,2024-10-01,763.88,230960.93
C0050,Individual,M,USA,California,Home,5,No,2024-11-01,782.25,235762.34
C0050,Individual,M,USA,California,Home,5,No,2024-12-01,1232.2,392338.13
C0050,Individual,M,USA,California,Home,5,No,2024-12-01,1225.38,344641.4
C0050,Individual,M,USA,California,Home,5,No,2025-04-01,1144.09,358801.76
C0051,Individual,F,USA,Colorado,Home,3,No,2024-05-01,696.04,214855.74
C0051,Individual,F,USA,Colorado,Home,3,No,2024-11-01,1948.32,564388.0
C0051,Individual,F,USA,Colorado,Home,3,No,2025-02-01,790.05,261614.9
C0051,Individual,F,USA,Colorado,Home,3,No,2025-03-01,723.83,229581.78
C0052,Individual,F,USA,Oregon,Investment,2,No,2024-02-01,798.5,278575.87
C0052,Individual,F,USA,Oregon,Investment,2,No,2024-03-01,1496.62,450818.61
C0052,Individual,F,USA,Oregon,Investment,2,No,2025-05-01,627.56,189545.13
C0052,Individual,F,USA,Oregon,Investment,2,No,2025-11-01,1829.02,555271.92
C0053,Individual,M,USA,Arizona,Home,4,No,2024-04-01,1169.15,368589.72
C0053,Individual,M,USA,Arizona,Home,4,No,2024-05-01,696.04,190081.1
C0053,Individual,M,USA,Arizona,Home,4,No,2024-11-01,781.07,253025.78
C0053,Individual,M,USA,Arizona,Home,4,No,2025-08-01,1070.72,308842.84
C0054,Company,M,USA,Nevada,Investment,5,No,2024-01-01,1154.92,384462.57
C0054,Company,M,USA,Nevada,Investment,5,No,2024-04-01,800.96,264142.16
C0054,Company,M,USA,Nevada,Investment,5,No,2024-05-01,979.64,310865.62
C0054,Company,M,USA,Nevada,Investment,5,No,2024-06-01,1200.82,317196.4
C0054,Company,M,USA,Nevada,Investment,5,No,2024-06-01,1334.77,435374.92
C0054,Company,M,USA,Nevada,Investment,5,No,2025-10-01,1222.69,397235.93
C0055,Individual,F,USA,California,Home,5,Yes,2024-02-01,1267.03,348464.51
C0055,Individual,F,USA,California,Home,5,Yes,2024-04-01,489.49,163436.83
C0055,Individual,F,USA,California,Home,5,Yes,2024-06-01,722.96,250773.15
C0055,Individual,F,USA,California,Home,5,Yes,2025-12-01,1479.84,416304.72
C0056,Individual,M,USA,Oregon,Investment,5,No,2024-01-01,1299.46,407363.8
C0056,Individual,M,USA,Oregon,Investment,5,No,2024-07-01,649.8,224463.87
C0056,Individual,M,USA,Oregon,Investment,5,No,2025-07-01,1583.13,387637.86
C0056,Individual,M,USA,Oregon,Investment,5,No,2025-10-01,1890.0,559835.83
C0057,Individual,M,USA,California,Home,4,Yes,2024-05-01,1941.62,583770.52
C0057,Individual,M,USA,California,Home,4,Yes,2024-06-01,1172.34,311743.31
C0057,Individual,M,USA,California,Home,4,Yes,2024-08-01,788.59,243606.31
C0057,Individual,M,USA,California,Home,4,Yes,2024-09-01,1894.96,589905.02
C0057,Individual,M,USA,California,Home,4,Yes,2025-10-01,923.21,291494.36
C0058,Company,F,USA,California,Investment,1,Yes,2024-08-01,775.69,250312.53
C0058,Company,F,USA,California,Investment,1,Yes,2025-05-01,799.67,236051.3
C0058,Company,F,USA,California,Investment,1,Yes,2025-07-01,749.15,214745.32
C0058,Company,F,USA,California,Investment,1,Yes,2025-12-01,775.69,246050.4
C0058,Company,F,USA,California,Investment,1,Yes,2025-12-01,1499.0,494246.62
C0059,Individual,M,USA,California,Home,2,No,2024-05-01,1353.81,306734.4
C0059,Individual,M,USA,California,Home,2,No,2024-07-01,1394.03,488077.62
C0059,Individual,M,USA,California,Home,2,No,2024-07-01,524.48,129489.0
C0059,Individual,M,USA,California,Home,2,No,2025-10-01,1137.44,354553.23
C0060,Individual,F,USA,California,Home,5,No,2024-03-01,1121.95,344530.89
C0060,Individual,F,USA,California,Home,5,No,2024-05-01,790.05,277760.89
C0060,Individual,F,USA,California,Home,5,No,2024-07-01,876.79,247809.36
C0060,Individual,F,USA,California,Home,5,No,2025-03-01,1689.08,485561.11
C0061,Individual,M,USA,Utah,Home,5,No,2024-11-01,1305.62,402081.8
C0061,Individual,M,USA,Utah,Home,5,No,2024-11-01,1095.85,292610.53
C0061,Individual,M,USA,Utah,Home,5,No,2025-07-01,929.59,282131.87
C0061,Individual,M,USA,Utah,Home,5,No,2025-10-01,1075.42,330083.38
C0062,Individual,M,USA,California,Home,5,Yes,2024-01-01,1445.84,443358.25
C0062,Individual,M,USA,California,Home,5,Yes,2024-03-01,648.27,150856.46
C0062,Individual,M,USA,California,Home,5,Yes,2024-09-01,1203.29,306363.64
C0062,Individual,M,USA,California,Home,5,Yes,2024-11-01,1067.81,326716.56
C0062,Individual,M,USA,California,Home,5,Yes,2025-07-01,933.95,262038.58
C0063,Individual,F,USA,Arizona,Home,4,No,2024-09-01,798.28,252053.03
C0063,Individual,F,USA,Arizona,Home,4,No,2024-11-01,1457.92,433115.11
C0063,Individual,F,USA,Arizona,Home,4,No,2024-12-01,694.55,197254.69
C0063,Individual,F,USA,Arizona,Home,4,No,2025-05-01,1858.65,538375.93
C0063,Individual,F,USA,Arizona,Home,4,No,2025-06-01,753.29,204682.12
C0064,Individual,M,UK,Northern Ireland,Investment,4,No,2024-02-01,537.4,150684.73
C0064,Individual,M,UK,Northern Ireland,Investment,4,No,2024-07-01,697.89,226342.8
C0064,Individual,M,UK,Northern Ireland,Investment,4,No,2024-11-01,1766.89,574929.03
C0064,Individual,M,UK,Northern Ireland,Investment,4,No,2024-11-01,1381.22,496924.72
C0065,Individual,M,USA,California,Home,1,No,2025-03-01,567.84,177709.65
C0065,Individual,M,USA,California,Home,1,No,2025-03-01,1351.57,458342.78
C0065,Individual,M,USA,California,Home,1,No,2025-06-01,1434.09,382041.13
C0065,Individual,M,USA,California,Home,1,No,2025-06-01,1692.61,539032.17
C0066,Individual,F,USA,California,Investment,3,No,2024-04-01,781.07,256821.64
C0066,Individual,F,USA,California,Investment,3,No,2024-07-01,1365.73,366314.0
C0066,Individual,F,USA,California,Investment,3,No,2025-07-01,795.75,270228.82
C0066,Individual,F,USA,California,Investment,3,No,2025-12-01,788.47,213799.71
C0067,Individual,M,USA,California,Home,2,No,2024-04-01,1401.81,468196.39
C0067,Individual,M,USA,California,Home,2,No,2024-05-01,673.27,160712.42
C0067,Individual,M,USA,California,Home,2,No,2024-12-01,650.67,201418.27
C0067,Individual,M,USA,California,Home,2,No,2025-05-01,1109.25,460001.26
C0067,Individual,M,USA,California,Home,2,No,2025-10-01,424.09,141613.5
C0068,Individual,F,USA,Colorado,Home,5,Yes,2024-05-01,1294.91,403973.72
C0068,Individual,F,USA,Colorado,Home,5,Yes,2024-11-01,1655.05,364678.48
C0068,Individual,F,USA,Colorado,Home,5,Yes,2025-03-01,1741.96,459558.39
C0068,Individual,F,USA,Colorado,Home,5,Yes,2025-10-01,1109.25,344568.74
